"player_name","player_api_id","overall_rating","gk_attr_total","games_played","leagues_played"
"Yang Wang",122116,61,107,4,1
"Fabiano",124127,77,381,64,1
"Aleksandar Prijovic",124144,71,124,39,2
"Jonjo Shelvey",127130,77,137,99,1
"Matthew Phillips",127133,74,114,26,1
"Scott Robinson",127134,61,121,66,1
"Grant Gillespie",127140,62,132,72,1
"Jordan Kirkpatrick",127141,47,121,3,1
"Dragan Mihajlovic",127189,51,116,15,1
"Dugary Ndabashinze",127191,66,116,19,1
"Federico Santander",127207,71,52,18,1
"Anders Christiansen",127209,72,45,2,1
"Amir Abrashi",127224,71,70,112,1
"Akwetey Mensah",127255,60,54,10,1
"Felipe Mattioni Rohde",127370,73,149,20,1
"Rafael Toloi",127374,74,107,25,1
"Giacomo Bonaventura",127460,80,126,139,1
"Steven Meechan",127627,58,63,1,1
"James Vincent",127644,63,123,46,1
"Declan Rudd",127712,70,351,12,1
"Renatinho",127825,70,103,4,1
"Bruno Perone",127829,63,57,1,1
"Amr Zaki",127857,71,52,24,1
"Orhan Mustafi",127887,63,124,23,2
"Anderson Luis",127888,71,50,81,1
"Hector Rodas",127894,69,117,28,1
"Marcel Risse",127945,75,130,94,1
"Rafal Pietrzak",127959,61,55,5,1
"Marquinho",128020,76,133,41,1
"Mauricio",128036,80,49,74,2
"Henrique",128037,78,123,99,3
"Luis Alberto",128045,75,144,83,1
"Ze Eduardo",128047,70,140,8,1
"Vagner",128083,75,369,91,2
"Alexander Dragovic",128106,78,120,77,1
"Makelele",128148,69,41,46,1
"Ondrej Celustka",128209,70,136,14,1
"Kevin Piere Lafrance",128230,59,55,13,1
"Nico Abegglen",128235,61,110,34,1
"Steven Deana",128239,60,298,12,1
"Bryan Rodriguez",128298,69,54,4,1
"Edimar Fraga",128360,73,59,97,2
"Walter",128392,77,125,6,1
"Mohamed Coulibaly",128455,63,46,1,1
"Abdelhamid El Kaoutari",128456,73,118,144,2
"Ostoja Stjepanovic",128590,64,51,24,1
"Emmanuel Imorou",128666,72,58,48,2
"Sebastian Mielitz",128689,74,368,60,1
"Javi Castellano",128721,72,57,1,1
"Jonathas",128732,79,123,70,3
"Souza",128795,78,47,8,1
"Donovan Slijngard",128802,65,84,38,1
"Simone Colombi",128803,68,331,5,1
"Lewis Holtby",128827,79,137,150,2
"Aislan",128843,67,125,17,1
"Almeida Borges Leandro",128851,59,36,1,1
"Ivan Strinic",128852,73,55,12,1
"Oscar",128864,84,151,94,1
"Sandro Laurindo da Silva",128870,74,135,12,1
"Haris Vuckic",128946,68,120,2,1
"Robert McHugh",129177,61,113,9,1
"Hannes Thor Halldorsson",129241,67,325,8,1
"Jon Gudni Fjoluson",129275,64,67,1,1
"Holmar Oern Eyjolfsson",129278,67,124,9,1
"Franco Daniel Jara",129326,77,58,34,2
"Javier Pastore",129391,84,148,181,2
"William Matheus",129393,72,73,20,1
"Felipe",129462,74,128,52,2
"Gerson Magrao",129469,71,52,4,1
"Luca Ceccarelli",129763,70,139,43,1
"Hendry Thomas",129817,73,129,49,1
"Emilio Izaguirre",129819,76,48,153,1
"Johann Berg Gudmundsson",129915,72,113,64,1
"Alfred Finnbogason",129918,76,63,89,4
"Marco Reus",129944,86,139,186,1
"Khaleem Hyland",130027,71,134,106,1
"Andrea Rispoli",130113,69,147,41,1
"Pablo De Blasis",130118,75,48,31,1
"Danilo D'Ambrosio",130155,75,62,81,1
"John Guidetti",130298,74,56,52,3
"Tiago Luis",130596,72,135,5,1
"Joo-Ho Park",130667,75,58,90,2
"Chung-Yong Lee",130670,78,140,57,1
"Mamadou Bagayoko",130738,66,42,22,1
"Caleb Patterson-Sewell",131117,63,323,3,1
"Andis Shala",131391,59,117,6,1
"Benoit Ladriere",131394,62,52,9,1
"Jo Coppens",131403,63,319,34,1
"David Vandenbroeck",131404,67,138,64,1
"Fred",131406,68,93,3,1
"Thomas Kaminski",131408,69,345,54,1
"Adlene Guedioura",131409,71,131,40,2
"Boubacar Dembele",131411,58,124,1,1
"Cedric Betremieux",131486,61,98,3,1
"Thomas Matton",131530,72,145,81,1
"Franck Berrier",131531,74,151,127,1
"Miguel Dachelet",131532,65,130,56,1
"David Meyler",131583,71,137,60,1
"Jonatan Johansson",131845,73,128,7,1
"Povilas Leimonas",131980,59,61,12,1
"Floyd Ayite",131991,75,104,97,1
"Benjamin Moukandjo",131995,77,97,100,1
"Antons Kurakins",132111,58,46,35,1
"Henri Anier",132701,66,58,28,1
"Thierry Doubai",132809,74,126,91,2
"Joel Mall",132814,65,323,71,1
"Stephane Garcia",132829,57,124,1,1
"Damian Bellon",132830,56,120,12,1
"Serey Die",132843,75,139,158,2
"Admir Mehmedi",132844,77,108,113,2
"Jefferson Nascimento",132898,79,63,94,1
"Dennis Hediger",133126,64,53,153,1
"Dario Dumic",133201,66,141,16,1
"Airton",133535,76,149,10,1
"Francisco Sandaza",133997,72,125,52,1
"Mario Leitgeb",134132,63,47,8,1
"Philipp Bargfrede",134217,74,146,117,1
"Chafik Najih",134220,60,117,1,1
"Mustapha Yatabare",134221,75,114,56,1
"Edouard Butin",134222,67,115,36,1
"Nolan Roux",134232,78,92,155,1
"Baptiste Schmisser",134233,65,59,22,1
"Tino Costa",134236,82,142,113,3
"Jean Alain Fanchone",134285,68,149,16,1
"Valdas Trakys",134318,63,51,4,1
"Philipp Zulechner",135247,66,51,2,2
"Yonathan Del Valle",135310,75,55,49,1
"Raffaele De Vita",135335,64,54,21,1
"Mervan Celik",136516,72,127,11,1
"Rafal Gikiewicz",136539,71,361,41,1
"Krzysztof Krol",136540,62,116,73,1
"Jocelyn Roux",137223,62,41,33,1
"Saroa",137225,56,117,3,1
"Szymon Matuszek",138155,59,46,8,1
"Michal Buchalik",138159,64,313,81,1
"Semir Stilic",138171,75,140,114,1
"Ivan Alejandro Furios",139633,65,52,2,1
"Ibrahima Niasse",139634,59,121,46,1
"Dylan Gissi",139635,66,61,1,1
"Martin Steuble",139637,58,45,3,1
"Marc Albrighton",139671,78,122,92,1
"Nathan Delfouneso",139672,76,102,4,1
"Nathan Baker",139673,72,106,72,1
"Martin Baran",139775,65,55,47,1
"Pavol Cicman",139779,62,54,18,1
"Sinisa Andjelkovic",139806,75,49,60,1
"Leonard Kweuke",139822,76,96,2,1
"Lukasz Burliga",139895,65,108,105,1
"Dirceu",139898,67,91,25,1
"David Addy",139922,67,132,72,2
"Tommy Oar",140445,73,105,82,1
"Matteo Tosetti",140490,60,46,10,1
"Vincent Ruefli",140495,69,81,128,1
"Guillaume Katz",140497,60,50,71,1
"David Frey",140500,50,54,1,1
"Steven Zuber",140819,73,109,119,2
"Milos Kosanovic",140932,72,46,109,2
"Macedo Novaes",140951,73,371,22,1
"Milan Milanovic",140963,69,130,4,1
"Nikola Djurdjic",140965,74,55,21,1
"Odair Fortes",140982,71,50,73,1
"Jozsef Varga",140988,71,155,6,1
"Patrick Ziegler",141082,69,56,23,1
"Dennis Diekmeier",141113,75,121,144,1
"Tobias Kempe",141114,70,65,9,1
"Timo Perthel",141115,70,131,8,1
"Benjamin Kirsten",141126,67,328,6,1
"Daniel Didavi",141145,79,131,67,1
"Patrick Funk",141146,67,141,7,1
"Boris Vukcevic",141160,73,138,41,1
"Julian Schieber",141161,76,118,66,1
"Sebastian Rode",141370,79,49,72,1
"Viktor Bopp",141395,60,54,6,1
"Mehmet Ekici",141396,78,125,53,1
"Enda Stevens",141576,65,97,6,1
"Alvaro Fernandez",141662,71,136,6,1
"Milan Badelj",141699,78,52,104,2
"Kaja Rogulj",141704,67,49,25,1
"Sergey Khizhnichenko",141733,57,44,8,1
"Lennart Hartmann",141814,62,125,1,1
"Johan Maartensson",142186,68,124,49,1
"Richard Guzmics",142272,68,44,42,1
"Barry Douglas",142282,70,57,95,2
"Jon Robertson",142357,58,44,11,1
"Samuel Scheimann",142990,64,53,30,1
"Kevin Brands",142992,64,54,7,1
"John Verhoek",142994,68,53,17,2
"Wilfried Bony",143365,81,128,120,2
"Danilo",143403,66,89,13,1
"Toni Sunjic",143442,75,59,28,2
"Danny Hoesen",143512,71,107,33,1
"Bruno Andrade",143523,68,64,24,1
"Luciano Becchio",143710,74,114,2,1
"Zargo Toure",143750,70,132,42,1
"Frederic Sammaritano",143752,73,125,37,1
"Mehdi Mostefa",143757,72,140,134,1
"Yannis Tafer",143790,73,114,87,2
"Jack Wilshere",143793,83,138,93,1
"Fausto Rossi",143795,75,123,41,1
"Juanmi Callejon",143841,73,150,1,1
"Robbert Te Loeke",143923,62,308,2,1
"Soufiane Dadda",143939,64,56,1,1
"Rajiv van La Parra",143945,68,69,49,2
"Efe Ambrose",144989,70,64,97,1
"Shinji Kagawa",144993,83,50,126,2
"Sung-Yueng Ki",144996,77,146,140,2
"Marko Jovanovic",144998,66,46,45,1
"Nenad Tomovic",144999,78,126,140,1
"Shaun Cummings",145002,69,128,9,1
"Marcos Paulo",145020,69,125,91,1
"Jean-Jacques Gosso",145039,74,138,54,1
"Helder",145058,66,33,20,1
"Sylvio Ronny Rodelin",145061,71,121,79,2
"Jorge Claros",145063,67,47,39,1
"Tripy Makonda",145066,68,134,18,2
"Jean-Ecudes Maurice",145067,73,106,3,1
"Robin Previtali",145068,62,46,6,1
"Franck Tabanou",145070,77,140,184,1
"Benjamin Huebner",145536,74,55,30,1
"Dennis Daube",145538,68,126,7,1
"Stephan Hain",145545,67,99,6,1
"Kevin Trapp",145550,82,406,149,2
"Roman Neustaedter",145551,77,122,169,1
"Anderson",145561,76,120,73,1
"Fellipe Bastos",145583,72,136,2,1
"Tengarrinha",145584,69,85,75,1
"Stijn Wuytens",145586,69,144,95,2
"Jose Luis Fernandez",146768,71,56,1,1
"Joel Ward",146830,76,99,104,1
"Carlao",147351,70,116,108,1
"Bryan Linssen",147594,72,51,136,1
"Maikel Kieftenbeld",147600,70,48,132,1
"Wout Droste",147601,70,58,77,1
"Fallou Diagne",147614,76,105,90,2
"Michal Janota",147616,65,65,62,1
"Sascha Bigalke",147717,69,128,1,1
"Said Husejinovic",147722,67,135,1,1
"Leon Balogun",147726,73,104,34,1
"Luiz Gustavo",147729,83,139,198,1
"Taner Yalcin",147731,70,129,14,1
"Richard Sukuta-Pasu",147732,69,117,29,2
"Mohamed Amsif",147733,71,351,25,1
"Alexander Esswein",147735,75,56,77,1
"Marley Watkins",147877,67,116,44,1
"Josip Ilicic",147951,80,52,138,1
"Marvin Martin",147958,80,136,172,1
"Yoric Ravet",147959,72,124,97,2
"Bakary Soro",147960,68,117,30,1
"Emil Drozdowicz",147980,60,54,10,1
"Carlos Olascuaga",148153,68,53,3,1
"Joachim Mununga",148286,66,124,62,1
"Yohan Brouckaert",148289,63,45,10,1
"Mvuezolo Muscal Musumbu",148292,54,119,10,1
"Benjamin Lambot",148294,63,45,19,1
"Mario Matos",148297,56,278,2,1
"Cheikhou Kouyate",148302,76,135,149,2
"Sven De Volder",148308,49,248,7,1
"Gregory Delwarte",148311,60,302,2,1
"Dimitri Daeselaire",148313,64,125,38,1
"Anele Ngcongca",148314,74,131,153,2
"Christian Benteke",148315,82,104,149,2
"Kristof van Hout",148325,67,334,52,1
"Rob Claeys",148326,52,124,1,1
"Istvan Bakx",148327,65,116,8,1
"Elimane Coulibaly",148329,69,120,89,1
"Anthony Moris",148331,65,326,3,1
"Mehdi Carcela-Gonzalez",148335,76,124,66,2
"Joerie Dequevy",148336,64,138,54,1
"Jeroen Vanthournout",148338,60,72,19,1
"Marian Kello",148483,72,349,114,1
"Vytautas Andriuskevicius",148487,68,61,81,2
"Jose Baxter",148790,73,119,1,1
"Kieran Agard",148792,67,91,3,1
"Abdoulwahid Sissoko",148827,69,49,50,2
"Vincent Manceau",148828,70,123,27,1
"Romero Regales",148829,63,58,4,1
"Benjamin Andre",148830,73,115,130,1
"Yannick Sagbo",148832,73,98,70,2
"Jordan Spence",148904,67,112,2,1
"Joel Thomas",148905,56,102,13,1
"Stuart O'Keefe",148909,67,114,3,1
"Kevin Diaz",148948,65,112,7,1
"Ahmed Soukouna",148953,53,101,1,1
"Marcelo Toscano",148955,75,67,54,1
"Jaycee Okwunwanne",148960,66,112,4,1
"Rui Miguel",148974,67,52,18,2
"Toko Nzuzi",149006,69,110,121,1
"Lamine Gassama",149031,72,122,124,1
"Xavier Luissint",149140,64,46,13,1
"Denis Odoi",149150,72,126,127,1
"Koen Weuts",149173,63,44,36,1
"Frederik Frans",149174,66,61,61,2
"Geoffrey Cabeke",149206,60,54,10,1
"Nathan Kabasele",149211,68,47,16,2
"Christian Kabasele",149219,75,61,58,1
"Rachid Bourabia",149258,67,39,73,1
"Tom Muyters",149260,64,320,29,2
"Karim Belhocine",149279,66,125,92,1
"Fredric Brillant",149334,67,64,68,1
"Mikael Seoudi",149345,63,62,6,1
"Rudy Saintini",149367,53,113,11,1
"Lucas Mendes",149583,76,58,43,1
"Ariel Nahuelpan",149584,74,111,20,1
"Douglas",149845,70,124,38,1
"Cuco Martina",149855,71,67,103,2
"Roald van Hout",149856,60,43,5,1
"Jordan Bowery",149895,63,129,5,1
"Marco Terrazzino",149909,69,77,1,1
"Jordon Mutch",149917,72,133,46,1
"Orlando Sa",149947,72,98,31,3
"Filipe Goncalves",149949,69,60,72,1
"Josa",149950,64,56,1,1
"Ozeia",149952,69,117,54,1
"Leandro Tatu",149953,69,51,27,1
"Miguel Castro",149959,63,101,28,1
"Nicolas N'Koulou",149962,81,137,230,1
"Francois Affolter",150007,70,119,160,2
"Daniel Kabir Mustafa",150018,66,129,19,1
"Teti",150019,67,143,2,1
"Rui Varela",150020,69,113,14,1
"Karl-Johan Johnsson",150021,70,359,28,1
"Fernando Alexandre",150024,73,145,174,1
"Goncalo Santos",150025,74,49,55,1
"Eder",150026,79,114,106,3
"Diogo Luis",150031,52,99,1,1
"Sandro",150036,67,125,20,1
"Braga",150038,73,140,95,1
"Paulo Tavares",150039,71,83,70,1
"Maicon",150041,80,137,120,1
"Pajetat Douglas",150044,63,319,2,1
"Ruben Micael",150045,79,146,124,2
"Igor Pita",150046,62,56,1,1
"Joao Aurelio",150047,74,131,139,1
"Rossetto Michel Simplicio",150053,66,123,25,1
"Baiano",150064,77,126,151,1
"Daniel Elias Araujo Maykon",150065,69,136,50,1
"Giovanaz Assis",150066,69,341,18,1
"Theo Weeks 24",150068,67,132,24,1
"Marcio Paiva",150077,66,326,19,1
"Miguel Lopes",150080,76,129,97,3
"Silvio",150081,76,134,97,2
"Andre Vilas Boas",150082,69,137,87,1
"Tarantini",150083,74,129,164,1
"Domagoj Pusic",150084,56,54,4,1
"Jose Semedo",150085,57,122,5,1
"Wires",150091,68,134,102,1
"Eduardo Salvio",150093,80,131,96,2
"Marko Vejinovic",150119,77,137,144,1
"Fabio",150176,76,143,35,1
"Leon Broekhof",150199,64,49,18,1
"Luuk de Jong",150201,79,123,160,3
"Soufian El Hassnaoui",150203,64,54,25,1
"Kai van Hese",150206,61,135,11,1
"Bogdan Milic",150209,66,97,20,1
"Darley",150210,69,345,5,1
"Norichio Nieveld",150211,65,49,60,1
"Mitchell Schet",150213,68,53,58,1
"Dennis Telgenkamp",150217,65,322,24,1
"Jeroen Zoet",150236,79,396,162,1
"Maciej Wilusz",150239,67,66,55,1
"Joey Godee",150240,63,60,27,2
"Eloy Room",150242,74,369,113,1
"Nicky Kuiper",150243,68,123,18,1
"Furdjel Narsingh",150248,68,55,45,1
"Pedro Rodriguez",150250,85,146,160,2
"James Dayton",150260,70,51,56,1
"Andre Fontes",150267,70,97,31,1
"Andre Almeida",150268,76,99,73,1
"Junior Negrao",150271,65,46,16,2
"Tiago Almeida",150272,65,60,2,1
"Nelson Pedroso",150275,65,54,56,1
"Chumbinho",150279,64,135,4,1
"Tomas Pekhart",150292,74,105,59,1
"Sebastian Dubarbier",150296,75,134,65,2
"Lacina Traore",150297,78,59,14,1
"Joao Real",150299,71,116,113,1
"Fabio Faria",150313,72,135,32,1
"Michel",150316,76,121,72,1
"Reguila",150318,59,116,10,1
"David Caiado",150320,65,81,8,2
"Lionn",150322,72,129,114,1
"Ander Iturraspe",150323,81,119,133,1
"Juanan",150327,67,46,13,1
"Piscu",150328,69,101,19,2
"Jose Maria Callejon",150330,81,117,195,2
"Federico Casarini",150388,73,135,41,1
"Massimo Coda",150389,66,59,9,1
"Andrea Catellani",150393,72,138,4,1
"Diego Farias",150395,71,114,23,1
"Alex",150396,78,99,15,1
"Libor Kozak",150401,75,114,27,2
"Guido Marilungo",150407,74,121,27,1
"Gianluca Sansone",150410,74,80,21,1
"Andrea Mei",150435,64,118,9,1
"Andrea Seculin",150464,69,339,3,1
"Davide Santon",150466,78,129,130,2
"Ettore Mendicino",150468,64,113,1,1
"Lora",150480,76,125,121,1
"Pablo",150491,69,140,6,1
"Dimas Delgado",150498,71,141,18,1
"Eran Zahavi",150509,76,57,11,1
"Samuel Yeboah",150510,65,124,5,1
"Javan Vidal",150517,67,136,9,1
"Tom Taiwo",150518,62,140,41,1
"Pierre-Emerick Aubameyang",150565,84,115,181,2
"Oscar Sielva",150573,68,143,2,1
"Jesus Rueda",150574,73,148,59,1
"Bart Vriends",150589,65,59,63,1
"Gevero Markiet",150590,67,61,43,1
"Liam Cooper",150591,69,109,1,1
"Craig Noone",150596,72,122,13,1
"Nile Ranger",150613,69,113,1,1
"Jordi Feliu Xumetra",150632,74,123,35,1
"Baltasar Rigo",150641,66,124,1,1
"Jonathan Pereira",150644,75,138,61,1
"Edu Bedia",150647,68,136,9,1
"Sergio Canales",150649,79,141,97,1
"Kamil Glik",150670,82,91,184,2
"David Mendes",150707,64,124,28,2
"Antonio Amaya",150731,77,131,86,1
"Manuel Lillo Castellano",150735,72,47,35,1
"Jose Catala",150737,73,136,23,1
"Jordi Alba",150739,84,138,150,1
"Jeffrey Rijsdijk",150745,66,124,29,1
"Andrea Mutombo",150746,60,49,12,1
"Etrit Berisha",150747,74,366,34,1
"Jaime",150754,69,133,14,2
"Fakhreddine Galbi",150761,62,128,8,1
"Bernardo",150764,76,59,42,1
"Pedro Botelho",150769,73,132,25,2
"Miku",150770,74,124,99,2
"Marcin Budzinski",150809,66,126,107,1
"Txema Anibarro",150824,70,48,12,1
"Francisco Sutil",150831,68,60,4,1
"Gaizka Toquero",150832,74,126,83,1
"Valentin Roberge",150833,74,51,93,3
"Thimothee Kolodziejczak",150869,74,137,124,2
"Wakaso Mubarak",150872,76,127,39,2
"Caiuby",150922,73,113,31,1
"Ivan Obradovic",150968,73,141,82,2
"Ryan McGivern",150969,64,116,56,1
"John Boye",151009,72,134,52,1
"Thiago Cionek",151050,70,121,86,2
"Dani Benitez",151058,74,77,38,1
"Coke",151063,80,138,107,1
"Pablo Cendros",151075,72,130,60,2
"Alejandro Bergantinos",151079,74,128,93,1
"Dmitriy Verkhovtsov",154192,65,58,5,1
"Matthieu Saunier",154228,67,58,42,1
"Christopher Glombard",154229,70,48,36,1
"Gregory Sertic",154230,77,143,100,1
"Grzegorz Krychowiak",154232,82,50,124,2
"Paul Bastien Lasne",154233,73,121,89,1
"Miroslav Stoch",154235,79,138,31,1
"Alessandro Crescenzi",154238,65,50,9,1
"Andrea Bertolacci",154239,77,129,119,1
"Luca Caldirola",154245,74,47,80,2
"Joel Chukwuma Obi",154246,77,133,29,1
"Mattia Destro",154249,79,124,100,1
"Xavier Torres",154256,76,131,125,1
"Sergio Busquets",154257,86,146,213,1
"Jeffren Suarez",154259,77,136,25,2
"Oliver Klaus",154261,55,264,9,1
"Pedro Mendes",154264,73,49,51,3
"Andre Martins",154265,76,58,46,1
"Diogo Amado",154267,72,52,91,1
"Wilson Eduardo",154268,76,56,90,2
"Martin Kelly",154271,77,118,64,1
"Nathan Eccleston",154273,68,101,6,1
"Cedric D'Ulivo",154276,68,124,43,1
"Jordan Ayew",154280,76,111,121,2
"Boubacar Diabang Dialiba",154433,70,137,56,2
"Mana Dembele",154856,66,101,6,1
"Fabrice N'Sakala",154867,71,55,42,2
"Pavel Komolov",154911,61,89,18,1
"Roland Gigolaev",154928,64,37,22,1
"Mikel Balenziaga",154938,79,127,151,1
"Anestis Argyriou",154941,62,35,8,1
"Gueida Fofana",154949,76,112,51,1
"Adrian Basta",154950,65,62,43,1
"Hugo Bargas",154979,66,54,16,1
"Federico Fernandez",155050,78,63,106,3
"Beshart Abdurahimi",155052,69,45,9,1
"Thiago Ribeiro",155056,76,134,44,1
"Juan Cuadrado",155066,83,141,139,2
"Alexandre Barthe",155075,65,57,10,1
"Alex MacDonald",155122,62,103,6,1
"Harry Arter",155129,73,43,21,1
"Angelo da Costa",155246,71,350,45,1
"Francesco Caputo",155254,70,98,5,1
"Bartosz Salamon",155256,70,57,1,1
"Omar El Kaddouri",155257,77,40,51,1
"Gabriele Angella",155260,73,127,12,1
"Robert Gucher",155262,70,127,15,1
"Marcus Diniz",155268,69,118,20,2
"Marco Calderoni",155273,67,126,1,1
"Masahudu Alhassan",155278,65,49,2,1
"Nicolas Martin Gorobsov",155297,68,135,1,1
"Neven Markovic",155348,64,66,5,1
"Viktor Genev",155350,56,47,6,1
"Radosav Petrovic",155355,73,51,10,1
"Milos Obradovic",155359,60,43,6,1
"Mark Davies",155384,75,143,51,1
"Bastian Oczipka",155534,75,132,127,1
"Kevin Gomis",155548,70,71,83,2
"Piotr Tomasik",155611,64,132,48,1
"Ryad Boudebouz",155623,77,135,228,1
"Mateusz Machaj",155638,64,53,55,1
"Denis Oliynyk",155639,71,57,40,1
"Adem Ljajic",155738,81,137,103,1
"Aleksandar Miljkovic",155739,70,47,7,1
"Aaron Cresswell",155782,74,121,75,1
"Matt Ritchie",155913,74,99,34,1
"Ben Amos",155936,67,337,1,1
"Joseph Bennett",156007,68,120,24,1
"Jordan Henderson",156008,79,134,193,1
"Steve Cook",156013,72,113,36,1
"Shaun Hutchinson",156019,71,127,118,1
"Keko",156097,73,125,43,2
"Amine Linganzi",156105,70,117,1,1
"Tomas Vaclik",156175,75,380,62,1
"Aleksandar Tonev",156534,67,51,59,4
"Kostas Lamprou",156546,69,347,81,1
"Eliaquim Mangala",156551,81,131,142,3
"Sergio Padt",156553,74,362,97,2
"Nelson Oliveira",156556,74,129,41,4
"Mamadou Samassa",156664,72,356,28,1
"Maxime Chanot",156693,73,56,53,1
"Miguel da Silva Jorge Bruno",156714,61,312,1,1
"Mathieu Philippe Peybernes",156716,72,106,104,1
"Douglas Costa",156726,83,54,23,1
"Sandro",156727,81,142,82,1
"Kevin Greg Wattamaleo",156770,66,47,25,1
"Fabian Rinaudo",156793,78,66,49,2
"Lyle Taylor",156937,64,60,27,1
"Markus Henriksen",157101,75,103,91,1
"Mushaga Bakenga",157102,68,101,21,1
"Daniel Mojsov",157249,60,62,9,1
"Gotoku Sakai",157252,74,50,105,1
"Zeljko Brkic",157284,78,382,85,1
"Nemanja Pejcinovic",157288,76,132,113,2
"Vujadin Savic",157289,68,53,8,1
"Adam Bogdan",157303,73,364,25,1
"Itay Shechter",157369,74,44,33,3
"Benoit Poulain",157375,72,115,42,1
"Manasse Enza-Yamissi",157376,64,40,17,1
"Vladimir Volkov",157490,67,53,15,2
"William Remy",157560,72,52,27,1
"Steven Joseph-Monrose",157561,69,126,47,2
"Guram Kashia",157630,77,49,175,1
"Christian Eriksen",157723,84,138,189,2
"Gylfi Sigurdsson",157729,79,135,124,2
"Juhani Ojala",157788,66,46,17,1
"Moise Brou Apanga",157806,72,126,28,1
"Nathaniel Clyne",157838,81,125,122,1
"Vaso Vasic",157856,68,340,44,1
"Yohan Mollo",157859,76,135,125,2
"Frederic Duplus",157860,65,133,9,1
"Alex Sandro",157865,82,136,98,2
"Marco Natanel Torsiglieri",157869,76,57,39,2
"Carreno Enrique Javier",157899,60,109,1,1
"Jagos Vukovic",157901,74,127,26,1
"Samuel Atrous",157955,61,312,1,1
"Joel Tillema",158201,59,127,1,1
"Timothy Chandler",158234,74,50,118,1
"Jonathan Page",158235,64,90,6,1
"Kyle Benedictus",158237,60,43,24,1
"Andreas Wittwer",158253,65,58,115,1
"Vaclav Kadlec",158257,72,128,17,1
"Dorlan Pabon",158263,76,64,30,2
"Dario Vujicevic",158278,68,135,44,1
"Tomasz Cywka",158284,70,132,8,1
"Robert Beric",158297,74,70,7,1
"Michail Antonio",158545,75,114,23,1
"Luciano Narsingh",158581,77,114,128,1
"Pawel Wojciechowski",158582,65,119,4,2
"Paulo Regula",158783,69,137,20,1
"Liam Smith",158818,57,45,5,1
"Darryl Lachman",158841,72,120,85,1
"Lopes Cruz Daniel",158844,66,137,43,1
"Pape Abdou Paye",158845,68,58,8,1
"Adam Sarota",158861,68,139,35,1
"Jan Kirchhoff",158879,75,114,64,2
"Ermir Lenjani",158886,69,54,58,2
"Magaye Gueye",158962,73,139,10,2
"Mateusz Klich",159342,72,108,82,2
"Ousmane Coulibaly",159352,65,97,36,1
"Temitope Ayoluwa Obadeyi",159373,69,108,44,2
"Orhan Ademi",159386,67,58,8,1
"Douglao",159394,76,54,35,2
"Mateo Pavlovic",159452,68,54,3,1
"Celso Ortiz",159465,74,135,65,1
"Francis Coquelin",159594,79,128,71,3
"Emmanuel Frimpong",159596,72,114,10,1
"Rui Fonte",159598,73,113,37,2
"Andrea Mazzarani",159606,68,136,10,1
"Conrad Balatoni",159663,63,59,93,1
"Jonathon Routledge",159803,61,131,34,1
"Kyle Walker",159833,79,126,164,1
"Gaetan Charbonnier",159839,72,112,70,1
"Kelvin Leerdam",159854,71,132,132,1
"Jonathan Franks",159856,63,106,18,1
"Xabier Etxeita",159881,77,113,61,1
"Kevin Theophile-Catherine",159882,74,104,172,2
"Yohan Thuram Ulien",159883,74,363,70,2
"Victor Ramos",159888,70,127,22,1
"Yannick Bolasie",160194,77,132,77,1
"Denis Stracqualursi",160196,72,52,7,1
"Mostapha El Kabir",160211,75,123,10,2
"Alassane Toure",160220,67,63,21,1
"Yoann Andreu",160222,71,114,48,1
"Jack Colback",160243,76,141,156,1
"Ryan Scully",160367,57,280,9,1
"Sidney Govou",160370,83,151,50,1
"Adam Smith",160447,70,47,22,1
"Ryan Mason",160448,75,124,37,1
"Vasyl Pryima",160460,66,40,3,1
"Nathaniel Wedderburn",160495,58,128,8,1
"Junior Stanislas",160496,73,132,39,1
"Steven Saunders",160568,67,114,57,1
"Toby Alderweireld",160599,82,141,199,3
"Cedric Soares",160627,78,60,113,2
"Vitor Bastos",160628,66,72,5,1
"Tom Cleverley",160713,78,137,109,1
"Jaume Costa",160844,78,120,77,1
